id,speed
0,48.24925659847086
1,47.31122267014708
2,38.167710353786696
3,27.659201339629753
4,37.64504797400538
5,28.99649065759845
6,19.60578268511611
7,49.04831015663529
8,47.58099657939232
9,29.034051050788786
10,31.191913034732625
11,20.687140305650576
12,20.291352904687198
13,20.43626721590615
14,24.001058805009105
15,36.422715433102546
16,41.21139846372096
17,45.50578842237395
18,48.03291396920823
19,48.77532128999642
20,47.42763494902456
21,43.76204306468662
22,20.5330460920768
23,31.396458514667145
24,29.559008568199978
25,20.47021802362436
26,20.153558545295702
27,20.823784923078456
28,17.16163687844636
29,14.943337267530639
30,24.95239949566014
31,45.5099921214211
32,49.1596508138187
33,29.357890721339334
34,31.475863980660215
35,29.587869338124857
36,20.16054214774444
37,20.58747691757614
38,45.43793094517401
39,37.63031475793447
40,43.46368362997775
41,47.88862131785383
42,49.03559295011477
43,44.38631392567852
44,18.539368142885685
45,17.710404399758254
46,17.15652460072063
47,11.013763415608423
48,46.126896897941904
49,48.39109559084713
50,48.43904964727951
51,28.65784222622663
52,25.754494262608013
53,20.847986210021332
54,17.849951454805034
55,18.725474478988918
56,16.98594537122041
57,17.463267914140296
58,32.451762693262715
59,31.036794753435725
60,41.46565122142549
61,40.261914573886145
62,40.84983093801935
63,41.69738751498953
64,44.54638733770437
65,48.23400682332324
66,47.79282711385451
67,47.18557116676266
68,43.86282986387059
69,27.4487766663924
70,25.719108156092997
71,24.924308737876363
72,19.591872619897817
73,19.946201436902157
74,16.40908176061211
75,11.377477302231286
76,45.71580395842453
77,41.27546909661603
78,45.53769223527534
79,48.663892737715834
80,14.52528265791224
81,16.86434006116535
82,24.139623851725602
83,17.03434286086812
84,15.72840636048695
85,12.56914299140406
86,19.80983401437077
87,35.467918886699366
88,44.7717903999467
89,39.409761928014134
90,49.69153620808195
91,48.59154935158403
92,47.48734005333372
93,47.441764499230786
94,26.521189623597955
95,15.903191124487988
96,23.218999859675815
97,9.985545575662758
98,9.95147450800343
99,19.46277447772992
100,41.53197447265315
101,47.26961480884724
102,16.582145505706436
103,16.908555417446852
104,17.11579566515068
105,43.718147188318135
106,35.726288445318254
107,49.07092216498761
108,44.21266267019327
109,19.384020023752885
110,9.459833879927993
111,10.1677876450647
112,18.00200425185884
113,35.311983478071895
114,38.683272233350245
115,48.061918382340046
116,48.81914424605117
117,39.573099723625056
118,22.99772411418896
119,21.128824586933497
120,19.22502901877318
121,18.489204627937394
122,30.168250829769196
123,46.706145222423054
124,46.64995897188565
125,41.30469869595565
126,40.374292501326224
127,35.01789442654734
128,42.17902922324402
129,38.02272000344292
130,48.357822046796215
131,46.881061376262714
132,47.17299208972719
133,24.737213315418145
134,20.720978426461503
135,19.145184888409275
136,37.19991907339097
137,45.52862033357505
138,49.2820446253026
139,47.03247964993807
140,46.76589011003969
141,44.120047799322826
142,26.033554373982703
143,14.042371808676355
144,19.95403971627003
145,18.504972997753356
146,18.19270143950222
147,48.7072968192055
148,50.12237269509245
149,46.96844586986639
150,47.282558643301584
151,18.13248765955692
152,17.597563840655795
153,16.950841328977535
